City,CityASCII,Latitude,Longitude,Country,ISO2,ISO3,AdminName,Capital,Population
Xiaolongtan,Xiaolongtan,23.8099,103.203,China,CN,CHN,Yunnan,,24986
Xiaoshengcun,Xiaoshengcun,24.0668,116.4547,China,CN,CHN,Guangdong,,7819
Xiaoxita,Xiaoxita,30.7083,111.2803,China,CN,CHN,Hubei,minor,4137900
Xiaoyi,Xiaoyi,37.1449,111.7718,China,CN,CHN,Shanxi,,468770
Xiaozhengzhuang,Xiaozhengzhuang,39.625,117.9031,China,CN,CHN,Hebei,,15845
Xiaozui,Xiaozui,35.6912,108.0779,China,CN,CHN,Gansu,,10713
Xiaping,Xiaping,24.6168,112.5945,China,CN,CHN,Guangdong,,23536
Xiaping,Xiaping,26.7646,114.3093,China,CN,CHN,Jiangxi,minor,157000
Xiaping,Xiaping,33.4047,106.0525,China,CN,CHN,Shaanxi,,12496
Xiaqiaotou,Xiaqiaotou,27.2167,100.15,China,CN,CHN,Yunnan,minor,19922
Xiashi,Xiashi,30.5333,120.6833,China,CN,CHN,Zhejiang,minor,187300
Xiazhai,Xiazhai,27.6909,107.1837,China,CN,CHN,Guizhou,,50000
Xiba,Xiba,40.1645,98.7521,China,CN,CHN,Gansu,,9753
Xibaipo,Xibaipo,38.3176,114.0127,China,CN,CHN,Hebei,,5142
Xibang,Xibang,30.9412,120.8872,China,CN,CHN,Jiangsu,,65211
Xibeijie,Xibeijie,39.737,98.5049,China,CN,CHN,Gansu,minor,1095947
Xichang,Xichang,27.8983,102.2706,China,CN,CHN,Sichuan,minor,712434
Xicheng,Xicheng,23.3629,103.1545,China,CN,CHN,Yunnan,minor,459781
Xiedian,Xiedian,35.419,110.8281,China,CN,CHN,Shanxi,minor,81386
Xiegang,Xiegang,22.9614,114.1412,China,CN,CHN,Guangdong,,99387
Xielu,Xielu,37.0359,115.6922,China,CN,CHN,Hebei,,53692
Xieqiaocun,Xieqiaocun,30.4973,120.6106,China,CN,CHN,Zhejiang,,65473
Xiezhou,Xiezhou,34.9124,110.8517,China,CN,CHN,Shanxi,,57773
Xigazê,Xigaze,29.2649,88.8799,China,CN,CHN,Tibet,minor,679771
Xihuachi,Xihuachi,35.8164,108.0125,China,CN,CHN,Gansu,minor,43338
Xihuangcun,Xihuangcun,37.1411,114.2293,China,CN,CHN,Hebei,,19403
Xihuangni,Xihuangni,38.3575,113.852,China,CN,CHN,Hebei,,15119
Xikeng,Xikeng,24.0505,116.8538,China,CN,CHN,Guangdong,,58890
Xiluodu,Xiluodu,28.236,103.6301,China,CN,CHN,Yunnan,minor,95439
Xima,Xima,37.9763,114.6259,China,CN,CHN,Hebei,,26842
Ximeicun,Ximeicun,24.9633,118.3811,China,CN,CHN,Fujian,,1508000
Xin’an,Xin'an,34.3662,118.3369,China,CN,CHN,Jiangsu,,920628
Xinbocun,Xinbocun,42.3037,117.7259,China,CN,CHN,Hebei,,12396
Xinchangcun,Xinchangcun,26.4249,107.5323,China,CN,CHN,Guizhou,,12394
Xincheng,Xincheng,38.2679,114.6832,China,CN,CHN,Hebei,,33248
Xincheng,Xincheng,39.9883,112.4673,China,CN,CHN,Shanxi,minor,52903
Xincheng,Xincheng,36.0311,113.558,China,CN,CHN,Shanxi,,11866
Xincun,Xincun,27.6739,103.8739,China,CN,CHN,Yunnan,minor,14614
Xindi,Xindi,29.8182,113.4653,China,CN,CHN,Hubei,,819446
Xindian,Xindian,37.1341,114.8833,China,CN,CHN,Hebei,,36195
Xindian,Xindian,25.3172,101.5446,China,CN,CHN,Yunnan,,81667
Xingangli,Xingangli,39.9101,119.5468,China,CN,CHN,Hebei,,19751
Xingcheng,Xingcheng,24.1681,115.6669,China,CN,CHN,Guangdong,minor,993000
Xingcheng,Xingcheng,40.1399,118.303,China,CN,CHN,Hebei,,52814
Xingcheng,Xingcheng,40.6189,120.7205,China,CN,CHN,Liaoning,,546176
Xingji,Xingji,38.4682,116.8918,China,CN,CHN,Hebei,,44849
Xinglong,Xinglong,40.4146,117.493,China,CN,CHN,Hebei,minor,75381
Xingren,Xingren,25.4352,105.1907,China,CN,CHN,Guizhou,,417919
Xingtai,Xingtai,37.0659,114.4753,China,CN,CHN,Hebei,,7104103
Xingyi,Xingyi,25.091,104.9011,China,CN,CHN,Guizhou,,1004132
Xinhua,Xinhua,37.8286,102.5953,China,CN,CHN,Gansu,,18798
Xinhua,Xinhua,23.6272,105.62,China,CN,CHN,Yunnan,minor,67976
Xinhualu,Xinhualu,34.3962,113.7249,China,CN,CHN,Henan,minor,758079
Xining,Xining,36.6239,101.7787,China,CN,CHN,Qinghai,admin,2208708
Xinji,Xinji,37.9423,115.2118,China,CN,CHN,Hebei,,615919
Xinjun,Xinjun,28.7232,120.019,China,CN,CHN,Zhejiang,,43793
Xinleitou,Xinleitou,37.9752,115.2106,China,CN,CHN,Hebei,,40761
Xinlizhuang,Xinlizhuang,39.2832,116.1727,China,CN,CHN,Hebei,,39474
Xinlong,Xinlong,18.9534,108.68,China,CN,CHN,Hainan,,17047
Xinmin,Xinmin,25.4831,104.8416,China,CN,CHN,Guizhou,,29614
Xinmin,Xinmin,41.9952,122.8224,China,CN,CHN,Liaoning,,680000
Xinmin,Xinmin,35.118,108.0986,China,CN,CHN,Shaanxi,,61441
Xinnongcun,Xinnongcun,42.2357,122.9455,China,CN,CHN,Liaoning,,21060
Xinpo,Xinpo,21.6645,110.8911,China,CN,CHN,Guangdong,,36699
Xinpo,Xinpo,19.7738,110.3658,China,CN,CHN,Hainan,,30318
Xinpu,Xinpu,34.5906,119.1801,China,CN,CHN,Jiangsu,minor,4393482
Xinqiao,Xinqiao,39.2694,116.0797,China,CN,CHN,Hebei,,37583
Xinqing,Xinqing,48.2363,129.5059,China,CN,CHN,Heilongjiang,,55415
Xinshi,Xinshi,31.0236,113.1079,China,CN,CHN,Hubei,minor,636776
Xinsi,Xinsi,34.6503,104.6302,China,CN,CHN,Gansu,,22829
Xintai,Xintai,35.91,117.78,China,CN,CHN,Shandong,,1315942
Xintang,Xintang,22.7824,113.1514,China,CN,CHN,Guangdong,,144537
Xintangcun,Xintangcun,23.9423,116.7865,China,CN,CHN,Guangdong,,17100
Xintian,Xintian,23.1427,103.5489,China,CN,CHN,Yunnan,,21159
Xintianfeng,Xintianfeng,24.4575,115.5205,China,CN,CHN,Guangdong,,10974
Xinxing,Xinxing,47.1601,123.8,China,CN,CHN,Heilongjiang,minor,24317
Xinxing,Xinxing,39.8734,124.1453,China,CN,CHN,Liaoning,minor,627475
Xinyang,Xinyang,32.1264,114.0672,China,CN,CHN,Henan,,6109106
Xinyaoshang,Xinyaoshang,26.835,106.8403,China,CN,CHN,Guizhou,,11010
Xinyi,Xinyi,22.3559,110.9369,China,CN,CHN,Guangdong,,1013900
Xinying,Xinying,35.706,104.1824,China,CN,CHN,Gansu,,17018
Xinyingheyan,Xinyingheyan,35.3369,103.2681,China,CN,CHN,Gansu,,12461
Xinyu,Xinyu,27.795,114.9242,China,CN,CHN,Jiangxi,minor,1186700
Xinyuan,Xinyuan,37.2953,99.0341,China,CN,CHN,Qinghai,minor,16585
Xinzhai,Xinzhai,26.6959,106.9964,China,CN,CHN,Guizhou,,21607
Xinzhaidian,Xinzhaidian,37.8136,114.7144,China,CN,CHN,Hebei,,30025
Xinzhou,Xinzhou,38.4178,112.7233,China,CN,CHN,Shanxi,minor,3067501
Xiongzhou,Xiongzhou,38.9786,116.073,China,CN,CHN,Hebei,,99693
Xiping,Xiping,40.082,113.2981,China,CN,CHN,Shanxi,minor,1873000
Xiping,Xiping,25.6005,103.8166,China,CN,CHN,Yunnan,minor,652604
Xireg,Xireg,36.9257,98.4837,China,CN,CHN,Qinghai,minor,13723
Xisa,Xisa,23.4372,104.6714,China,CN,CHN,Yunnan,minor,45518
Xishan,Xishan,23.0636,115.5467,China,CN,CHN,Guangdong,,25881
Xishan,Xishan,27.6609,113.4946,China,CN,CHN,Hunan,minor,1060000
Xishancun,Xishancun,23.2589,116.2388,China,CN,CHN,Guangdong,,83822
Xishancun,Xishancun,23.6014,116.3257,China,CN,CHN,Guangdong,,108592
Xiulin,Xiulin,29.7211,112.4037,China,CN,CHN,Hubei,,577022
Xiwanzi,Xiwanzi,40.9717,115.2737,China,CN,CHN,Hebei,minor,38879
Xixinzhuangzhen,Xixinzhuangzhen,37.0165,111.4908,China,CN,CHN,Shanxi,,16839
Xixucun,Xixucun,36.694,113.7967,China,CN,CHN,Hebei,,15683
Xuanzhou,Xuanzhou,30.9475,118.7518,China,CN,CHN,Anhui,,2532938
Xunjiansi,Xunjiansi,23.962,103.1925,China,CN,CHN,Yunnan,,30159
Xuqiaocun,Xuqiaocun,30.4355,120.3645,China,CN,CHN,Zhejiang,,118263
Xushan,Xushan,30.1697,121.2665,China,CN,CHN,Zhejiang,minor,397000
Yakeshi,Yakeshi,49.2842,120.7283,China,CN,CHN,Inner Mongolia,minor,352173
Yakou,Yakou,33.2937,113.5203,China,CN,CHN,Henan,minor,313828
Yamen,Yamen,22.3017,113.051,China,CN,CHN,Guangdong,,37963
Yan’an,Yan'an,36.5952,109.4863,China,CN,CHN,Shaanxi,,2187009
Yan’an Beilu,Yan'an Beilu,44.0222,87.2961,China,CN,CHN,Xinjiang,minor,426253
Yancheng,Yancheng,33.3936,120.1339,China,CN,CHN,Jiangsu,minor,7260240
Yangchun,Yangchun,22.1717,111.7846,China,CN,CHN,Guangdong,,891800
Yangcunzai,Yangcunzai,23.4338,114.4664,China,CN,CHN,Guangdong,,41958
Yangfang,Yangfang,40.5723,115.0301,China,CN,CHN,Hebei,,38922
Yanggao,Yanggao,21.3298,109.9177,China,CN,CHN,Guangdong,,80681
Yanggezhuang,Yanggezhuang,39.3831,118.7119,China,CN,CHN,Hebei,,16959
Yanghe,Yanghe,38.2727,106.2496,China,CN,CHN,Ningxia,minor,67901
Yangjiagetai,Yangjiagetai,36.7124,110.1864,China,CN,CHN,Shaanxi,,6909
Yangjiang,Yangjiang,21.8556,111.9627,China,CN,CHN,Guangdong,minor,2555600
Yangmei,Yangmei,22.8728,112.7802,China,CN,CHN,Guangdong,,53224
Yangping,Yangping,27.7607,100.6614,China,CN,CHN,Yunnan,,20852
Yangqingcun,Yangqingcun,21.3594,110.1164,China,CN,CHN,Guangdong,,63578
Yangquan,Yangquan,37.0749,111.5541,China,CN,CHN,Shanxi,,34570
Yangquan,Yangquan,37.8576,113.5762,China,CN,CHN,Shanxi,minor,1300000
Yangshe,Yangshe,31.8775,120.5512,China,CN,CHN,Jiangsu,minor,1432044
Yangshuling,Yangshuling,40.9942,118.8791,China,CN,CHN,Hebei,,29463
Yangtangxu,Yangtangxu,21.6172,110.0319,China,CN,CHN,Guangdong,,40616
Yanguancun,Yanguancun,30.4541,120.5545,China,CN,CHN,Zhejiang,,57609
Yangyuhe,Yangyuhe,33.8614,109.874,China,CN,CHN,Shaanxi,,27971
Yangzhou,Yangzhou,32.3912,119.4363,China,CN,CHN,Jiangsu,,4459760
Yanhewan,Yanhewan,36.7523,109.3677,China,CN,CHN,Shaanxi,,14499
Yanji,Yanji,42.9044,129.5067,China,CN,CHN,Jilin,minor,513072
Yanjiang,Yanjiang,30.1256,104.6397,China,CN,CHN,Sichuan,minor,2593843
Yanjiao,Yanjiao,39.9432,116.8036,China,CN,CHN,Hebei,,363809
Yankou,Yankou,27.595,105.4174,China,CN,CHN,Guizhou,,32351
Yanqi,Yanqi,42.0608,86.5686,China,CN,CHN,Xinjiang,minor,37649
Yanshanbu,Yanshanbu,26.3326,107.1071,China,CN,CHN,Guizhou,,22811
Yanshuiguan,Yanshuiguan,36.8252,110.2345,China,CN,CHN,Shaanxi,,14331
Yantai,Yantai,37.3997,121.2664,China,CN,CHN,Shandong,,6968202
Yanyan,Yanyan,24.4166,116.3271,China,CN,CHN,Guangdong,,25355
Yaofeng,Yaofeng,35.1395,111.2174,China,CN,CHN,Shanxi,minor,86435
Yaojia,Yaojia,28.4547,109.1831,China,CN,CHN,Chongqing,,16072
Yaojiafen,Yaojiafen,40.7158,114.8733,China,CN,CHN,Hebei,,21726
Yaopu,Yaopu,26.1708,105.848,China,CN,CHN,Guizhou,,44703
Yaoquan,Yaoquan,34.5851,105.7262,China,CN,CHN,Gansu,,44372
Yaozhuangcun,Yaozhuangcun,30.9113,120.9573,China,CN,CHN,Zhejiang,,52619
Yashan,Yashan,22.4776,112.7289,China,CN,CHN,Guangdong,,46700
Yatou,Yatou,37.1653,122.4867,China,CN,CHN,Shandong,minor,714211
Yecun,Yecun,33.7663,110.1305,China,CN,CHN,Shaanxi,,47575
Yehe,Yehe,37.9416,114.5928,China,CN,CHN,Hebei,,46333
Yejituo,Yejituo,39.8634,118.6645,China,CN,CHN,Hebei,,36218
Yi Xian,Yi Xian,39.3444,115.4954,China,CN,CHN,Hebei,minor,94110
Yian,Yian,47.8804,125.3,China,CN,CHN,Heilongjiang,minor,39924
Yibin,Yibin,28.7596,104.64,China,CN,CHN,Sichuan,minor,4471896
Yicheng,Yicheng,31.7117,112.2551,China,CN,CHN,Hubei,minor,512530
Yicheng,Yicheng,31.3697,119.8239,China,CN,CHN,Jiangsu,minor,1082929
Yichun,Yichun,47.7235,128.8893,China,CN,CHN,Heilongjiang,minor,1148126
Yichun,Yichun,27.8041,114.383,China,CN,CHN,Jiangxi,minor,5573200
Yidu,Yidu,30.388,111.4505,China,CN,CHN,Hubei,,384598
Yihezhuang,Yihezhuang,39.1373,116.0744,China,CN,CHN,Hebei,,34359
Yilong,Yilong,23.7081,102.496,China,CN,CHN,Yunnan,minor,102923
Yima,Yima,34.7473,111.8609,China,CN,CHN,Henan,,144779
Yinajia,Yinajia,26.8239,105.695,China,CN,CHN,Guizhou,,25745
Yinchengpu,Yinchengpu,39.8189,118.188,China,CN,CHN,Hebei,,32471
Yinchuan,Yinchuan,38.4795,106.2254,China,CN,CHN,Ningxia,admin,1993088
Yingcheng,Yingcheng,24.1878,113.4042,China,CN,CHN,Guangdong,minor,986400
Yingchuan,Yingchuan,34.1511,113.4733,China,CN,CHN,Henan,minor,1131896
Yinggen,Yinggen,19.0372,109.8283,China,CN,CHN,Hainan,minor,41835
Yingkou,Yingkou,40.6653,122.2297,China,CN,CHN,Liaoning,minor,2428534
Yingmen,Yingmen,39.83,97.73,China,CN,CHN,Gansu,,350000
Yingshouyingzi,Yingshouyingzi,40.5451,117.656,China,CN,CHN,Hebei,minor,29664
Yingtan,Yingtan,28.2333,117,China,CN,CHN,Jiangxi,,1175000
Yingyangcun,Yingyangcun,22.0974,106.7567,China,CN,CHN,Guangxi,,31109
Yingzhong,Yingzhong,32.2381,119.8133,China,CN,CHN,Jiangsu,,334977
Yingzhou Linchang,Yingzhou Linchang,18.4199,109.8553,China,CN,CHN,Hainan,,40925
Yinhua,Yinhua,33.453,110.2601,China,CN,CHN,Shaanxi,,14999
Yinying,Yinying,37.941,113.5602,China,CN,CHN,Shanxi,minor,70614
Yishi,Yishi,35.1379,110.764,China,CN,CHN,Shanxi,minor,102090
Yishui,Yishui,35.7904,118.62,China,CN,CHN,Shandong,,94115
Yitiaoshan,Yitiaoshan,37.1889,104.0571,China,CN,CHN,Gansu,minor,68952
Yiwu,Yiwu,29.3081,120.0698,China,CN,CHN,Zhejiang,minor,502000
Yiyang,Yiyang,26.4103,112.3913,China,CN,CHN,Hunan,minor,810447
Yiyang,Yiyang,28.5833,112.3333,China,CN,CHN,Hunan,,4413800
Yong’an,Yong'an,31.0504,109.5167,China,CN,CHN,Chongqing,minor,49168
Yong’an,Yong'an,25.9733,117.3593,China,CN,CHN,Fujian,minor,357000
Yongbei,Yongbei,26.6897,100.7463,China,CN,CHN,Yunnan,minor,60099
Yongcheng,Yongcheng,33.9317,116.4459,China,CN,CHN,Henan,,1240382
Yongcong,Yongcong,26.0451,109.1327,China,CN,CHN,Guizhou,,13670
Yongji,Yongji,34.867,110.4417,China,CN,CHN,Shanxi,,444724
Yongping,Yongping,37.0103,109.8243,China,CN,CHN,Shaanxi,,47990
Yongqing,Yongqing,34.7522,106.1312,China,CN,CHN,Gansu,minor,55595
Yongqing,Yongqing,39.2958,116.4897,China,CN,CHN,Hebei,,118494
Yongyang,Yongyang,27.1017,106.7332,China,CN,CHN,Guizhou,,60557
Yongzhou,Yongzhou,26.4515,111.5953,China,CN,CHN,Hunan,,5452100
Youganning,Youganning,34.7356,101.5978,China,CN,CHN,Qinghai,minor,21323
Youwangjie,Youwangjie,24.8695,99.1067,China,CN,CHN,Yunnan,,33978
Yuancun,Yuancun,27.454,106.6649,China,CN,CHN,Guizhou,,19913
Yuanhucun,Yuanhucun,44.1977,86.8928,China,CN,CHN,Xinjiang,,19650
Yuanping,Yuanping,38.7299,112.7134,China,CN,CHN,Shanxi,,491213
Yuanquan,Yuanquan,40.5004,95.8,China,CN,CHN,Gansu,minor,17886
Yuanyangzhen,Yuanyangzhen,34.7847,104.7762,China,CN,CHN,Gansu,,26352
Yucheng,Yucheng,36.9329,116.6403,China,CN,CHN,Shandong,minor,522878
Yucheng,Yucheng,29.9888,103.0007,China,CN,CHN,Sichuan,minor,1507258
Yuchengcun,Yuchengcun,23.5633,116.2691,China,CN,CHN,Guangdong,,43983
Yuci,Yuci,37.6823,112.7281,China,CN,CHN,Shanxi,,840000
Yueqing,Yueqing,28.1188,120.9621,China,CN,CHN,Zhejiang,,351200
Yueyaquan,Yueyaquan,40.1256,94.6632,China,CN,CHN,Gansu,,9977
Yuli,Yuli,41.3351,86.2614,China,CN,CHN,Xinjiang,minor,22474
Yulin,Yulin,22.6293,110.1507,China,CN,CHN,Guangxi,minor,5849700
Yulinshi,Yulinshi,38.2655,109.7388,China,CN,CHN,Shaanxi,,3351436
Yulu,Yulu,23.5193,116.4055,China,CN,CHN,Guangdong,,117110
Yuncheng,Yuncheng,35.0304,110.998,China,CN,CHN,Shanxi,,5134779
Yunfu,Yunfu,22.9242,112.0353,China,CN,CHN,Guangdong,minor,2526900
Yunfu,Yunfu,28.6331,104.4181,China,CN,CHN,Yunnan,,103532
Yunnanyi,Yunnanyi,25.3916,100.6846,China,CN,CHN,Yunnan,,93671
Yunshan,Yunshan,34.761,105.7915,China,CN,CHN,Gansu,,16220
Yunxian Chengguanzhen,Yunxian Chengguanzhen,32.8082,110.8136,China,CN,CHN,Hubei,minor,133558
Yunzhong,Yunzhong,39.8143,113.0946,China,CN,CHN,Shanxi,minor,326849
Yuquan,Yuquan,40.4202,114.0865,China,CN,CHN,Shanxi,minor,67449
Yushan,Yushan,31.3867,120.9766,China,CN,CHN,Jiangsu,minor,1651200
Yushu,Yushu,44.8249,126.5451,China,CN,CHN,Jilin,,1304436
Yutan,Yutan,28.3147,112.554,China,CN,CHN,Hunan,minor,1368117
Yuxi,Yuxi,24.3495,102.5432,China,CN,CHN,Yunnan,minor,2386000
Yuyao,Yuyao,30.0372,121.1546,China,CN,CHN,Zhejiang,,397000
Yuzhang,Yuzhang,25.3561,105.102,China,CN,CHN,Guizhou,,24934
Zalantun,Zalantun,48.0033,122.7365,China,CN,CHN,Inner Mongolia,minor,318933
Zangang,Zangang,39.0524,116.2017,China,CN,CHN,Hebei,,31671
Zanhuang,Zanhuang,37.659,114.3775,China,CN,CHN,Hebei,,66255
Zaojiao,Zaojiao,34.4727,105.7062,China,CN,CHN,Gansu,,32260
Zaoyang,Zaoyang,32.1287,112.7581,China,CN,CHN,Hubei,,1004741
Zaozhuang,Zaozhuang,34.8667,117.55,China,CN,CHN,Shandong,,3729140
Zengcun,Zengcun,38.2451,114.7367,China,CN,CHN,Hebei,,58339
Zengjiaba,Zengjiaba,32.1263,109.4692,China,CN,CHN,Shaanxi,,9708
Zequ,Zequ,35.0376,101.4606,China,CN,CHN,Qinghai,minor,16666
Zerong,Zerong,24.9692,104.9558,China,CN,CHN,Guizhou,,19186
Zhaicun,Zhaicun,22.6174,112.6275,China,CN,CHN,Guangdong,,26254
Zhailuo,Zhailuo,26.8794,105.3081,China,CN,CHN,Guizhou,,28463
Zhaitangcun,Zhaitangcun,24.5133,112.3451,China,CN,CHN,Guangdong,,33876
Zhangcun,Zhangcun,38.1262,114.9523,China,CN,CHN,Hebei,,42911
Zhanggu,Zhanggu,30.8795,101.8822,China,CN,CHN,Sichuan,minor,70000
Zhangguzhuang,Zhangguzhuang,38.0584,115.2891,China,CN,CHN,Hebei,,29079
Zhangjiajie,Zhangjiajie,29.1255,110.4844,China,CN,CHN,Hunan,minor,1537900
Zhangjiakou,Zhangjiakou,40.8108,114.8811,China,CN,CHN,Hebei,,4345485
Zhangjiakou Shi Xuanhua Qu,Zhangjiakou Shi Xuanhua Qu,40.5944,115.0243,China,CN,CHN,Hebei,minor,409745
Zhangjiazhuang,Zhangjiazhuang,39.7804,118.2004,China,CN,CHN,Hebei,,20227
Zhangjiazhuang,Zhangjiazhuang,38.1753,114.7395,China,CN,CHN,Hebei,,52604
Zhangliangcun,Zhangliangcun,37.1256,112.0664,China,CN,CHN,Shanxi,,43151
Zhangmu Touwei,Zhangmu Touwei,22.9078,114.0603,China,CN,CHN,Guangdong,,132816
Zhangping,Zhangping,25.2938,117.4148,China,CN,CHN,Fujian,minor,242000
Zhangping,Zhangping,37.6339,112.8775,China,CN,CHN,Shanxi,,9477
Zhangshu,Zhangshu,28.0667,115.5375,China,CN,CHN,Jiangxi,,610424
Zhangye,Zhangye,38.9355,100.4553,China,CN,CHN,Gansu,minor,1199515
Zhangzhengqiao,Zhangzhengqiao,38.4042,106.3567,China,CN,CHN,Ningxia,,34256
Zhangzhou,Zhangzhou,24.5093,117.6612,China,CN,CHN,Fujian,minor,5140000
Zhanjia,Zhanjia,34.7564,109.3846,China,CN,CHN,Shaanxi,,32667
Zhanjiang,Zhanjiang,21.1967,110.4031,China,CN,CHN,Guangdong,minor,7332000
Zhanlicun,Zhanlicun,23.2881,116.2594,China,CN,CHN,Guangdong,,161439
Zhaodianzi,Zhaodianzi,39.9373,118.6401,China,CN,CHN,Hebei,,19766
Zhaodong,Zhaodong,46.0635,125.9773,China,CN,CHN,Heilongjiang,minor,666532
Zhaoqiao,Zhaoqiao,37.9398,115.9499,China,CN,CHN,Hebei,,36123
Zhaoqing,Zhaoqing,23.05,112.4667,China,CN,CHN,Guangdong,minor,4151700
Zhaotong,Zhaotong,27.3328,103.7144,China,CN,CHN,Yunnan,,5591000
Zhaoyu,Zhaoyu,37.3512,112.3193,China,CN,CHN,Shanxi,minor,31685
Zhaozhou,Zhaozhou,37.7527,114.7775,China,CN,CHN,Hebei,,127545
Zhaxi,Zhaxi,27.844,105.0451,China,CN,CHN,Yunnan,minor,124458
Zhedao,Zhedao,24.8098,98.2961,China,CN,CHN,Yunnan,minor,22290
Zhenbeibu,Zhenbeibu,38.6275,106.0669,China,CN,CHN,Ningxia,,24706
Zhengding,Zhengding,38.1522,114.5771,China,CN,CHN,Hebei,,158599
Zhengdong,Zhengdong,22.4871,101.5081,China,CN,CHN,Yunnan,,12185
Zhengjiatun,Zhengjiatun,43.513,123.5003,China,CN,CHN,Jilin,,419529
Zhengtun,Zhengtun,25.1494,105.0802,China,CN,CHN,Guizhou,,22400
Zhengzhou,Zhengzhou,34.7492,113.6605,China,CN,CHN,Henan,admin,10136000
Zhenjiang,Zhenjiang,32.2109,119.4551,China,CN,CHN,Jiangsu,minor,3113384
Zhentang,Zhentang,21.8662,110.6996,China,CN,CHN,Guangdong,,35616
Zhenzhou,Zhenzhou,32.2739,119.1619,China,CN,CHN,Jiangsu,minor,564021
Zhexiang,Zhexiang,24.2591,98.2826,China,CN,CHN,Yunnan,,51477
Zhijiang,Zhijiang,30.4271,111.7506,China,CN,CHN,Hubei,,495995
Zhijiang,Zhijiang,27.4367,109.678,China,CN,CHN,Hunan,minor,113907
Zhipingxiang,Zhipingxiang,35.2949,105.6157,China,CN,CHN,Gansu,,13929
Zhongba,Zhongba,31.7761,104.7406,China,CN,CHN,Sichuan,minor,762140
Zhongbai,Zhongbai,26.7723,107.8883,China,CN,CHN,Guizhou,,39893
Zhongcha,Zhongcha,33.2911,103.8735,China,CN,CHN,Sichuan,,6000
Zhongcheng,Zhongcheng,28.6014,103.943,China,CN,CHN,Yunnan,minor,75425
Zhongcun,Zhongcun,35.3615,107.9791,China,CN,CHN,Gansu,,25372
Zhongguyue,Zhongguyue,38.2833,113.867,China,CN,CHN,Hebei,,17610
Zhonghechang,Zhonghechang,27.8886,107.2531,China,CN,CHN,Guizhou,,28745
Zhongling,Zhongling,28.9391,107.7073,China,CN,CHN,Guizhou,,12845
Zhongshan,Zhongshan,34.943,105.8771,China,CN,CHN,Gansu,,27147
Zhongshan,Zhongshan,22.5333,113.35,China,CN,CHN,Guangdong,minor,3260000
Zhongshu,Zhongshu,27.8116,106.4133,China,CN,CHN,Guizhou,,679624
Zhongtai,Zhongtai,35.0675,107.613,China,CN,CHN,Gansu,,28578
Zhongwei,Zhongwei,37.5139,105.1884,China,CN,CHN,Ningxia,minor,1046000
Zhongxiang,Zhongxiang,31.169,112.5853,China,CN,CHN,Hubei,,1022514
Zhongzai,Zhongzai,26.6877,105.6548,China,CN,CHN,Guizhou,,16379
Zhongzhai,Zhongzhai,25.7783,107.8665,China,CN,CHN,Guizhou,,46267
Zhoucun,Zhoucun,37.4509,115.4829,China,CN,CHN,Hebei,,21401
Zhoujia,Zhoujia,35.2976,108.0347,China,CN,CHN,Gansu,,17484
Zhoujiajing,Zhoujiajing,31.1116,121.0518,China,CN,CHN,Jiangsu,,59300
Zhoukou,Zhoukou,33.625,114.6418,China,CN,CHN,Henan,minor,8953172
Zhoushan,Zhoushan,29.9887,122.2049,China,CN,CHN,Zhejiang,minor,516000
Zhuanghe,Zhuanghe,39.6896,122.9664,China,CN,CHN,Liaoning,,905852
Zhuangyuan,Zhuangyuan,37.3056,120.8275,China,CN,CHN,Shandong,minor,626683
Zhucaoying,Zhucaoying,40.1759,119.5909,China,CN,CHN,Hebei,,22276
Zhuchangba,Zhuchangba,26.6615,106.5485,China,CN,CHN,Guizhou,,24281
Zhufeng,Zhufeng,36,119.4167,China,CN,CHN,Shandong,,1081960
Zhugang,Zhugang,28.1277,121.2288,China,CN,CHN,Zhejiang,minor,197400
Zhuhai,Zhuhai,22.2769,113.5678,China,CN,CHN,Guangdong,minor,1891100
Zhuji,Zhuji,29.7169,120.2314,China,CN,CHN,Zhejiang,minor,278900
Zhujiacun,Zhujiacun,26.3164,104.3893,China,CN,CHN,Yunnan,minor,48124
Zhujiagua,Zhujiagua,38.2242,110.4032,China,CN,CHN,Shaanxi,,8507
Zhujiezhen,Zhujiezhen,23.746,104.899,China,CN,CHN,Yunnan,,40623
Zhumadian,Zhumadian,32.9773,114.0253,China,CN,CHN,Henan,,7231234
Zhuolu,Zhuolu,40.3753,115.215,China,CN,CHN,Hebei,minor,72538
Zhuozhou,Zhuozhou,39.4887,115.9918,China,CN,CHN,Hebei,,603535
Zhuzhou,Zhuzhou,27.8407,113.1469,China,CN,CHN,Hunan,minor,4020800
Zibo,Zibo,36.7831,118.0497,China,CN,CHN,Shandong,,4530597
Zigong,Zigong,29.3498,104.7645,China,CN,CHN,Sichuan,,2678899
Zijinglu,Zijinglu,34.7513,112.9854,China,CN,CHN,Henan,minor,807857
Ziketan,Ziketan,35.5885,99.9866,China,CN,CHN,Qinghai,minor,24758
Zongdi,Zongdi,25.5909,106.3163,China,CN,CHN,Guizhou,,27651
Zongshizhuang,Zongshizhuang,37.8615,115.0575,China,CN,CHN,Hebei,,49014
Zouping,Zouping,36.8625,117.7424,China,CN,CHN,Shandong,,726722
Zuitou,Zuitou,34.0622,107.3127,China,CN,CHN,Shaanxi,minor,26948
Zunhua,Zunhua,40.1881,117.9593,China,CN,CHN,Hebei,minor,737011
