PortName,AlternateName,Country,WaterBody,HarborSize,HarborType,HarborUse,Railway,Latitude,Longitude
Port Inland, ,United States,Lake Michigan; Great Lakes,Very Small,Coastal (Breakwater),Unknown,Unknown,45.966667,-85.866667
Grand Marais, ,United States,Lake Superior; Great Lakes,Very Small,Coastal (Breakwater),Unknown,Small,46.683333,-85.966667
Munising, ,United States,Lake Superior; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,46.416667,-86.65
Marquette, ,United States,Lake Superior; Great Lakes,Small,Coastal (Breakwater),Unknown,Unknown,46.533333,-87.383333
Houghton,Hancock,United States,Lake Superior; Great Lakes,Small,Canal or Lake,Unknown,Unknown,47.116667,-88.566667
Ontonagon, ,United States,Lake Superior; Great Lakes,Very Small,River (Natural),Unknown,Unknown,46.883333,-89.333333
Ashland,Chequamegon Bay,United States,Lake Superior; Great Lakes,Small,Coastal (Natural),Unknown,Unknown,46.6,-90.866667
Washburn, ,United States,Lake Superior; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,46.666667,-90.883333
Bayfield, ,United States,Lake Superior; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,46.8,-90.816667
La Pointe,Madeline Island,United States,Lake Superior; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,46.783333,-90.783333
Superior, ,United States,Lake Superior; Great Lakes,Medium,Coastal (Breakwater),Unknown,Unknown,46.733333,-92.066667
Duluth, ,United States,Lake Superior; Great Lakes,Medium,Coastal (Breakwater),Unknown,Unknown,46.766667,-92.1
Two Harbors,Agate Bay,United States,Lake Superior; Great Lakes,Small,Coastal (Breakwater),Unknown,Unknown,47.016667,-91.65
Washington Harbor, ,United States,Lake Superior; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,47.916667,-89.15
Eastport, ,United States,Bay of Fundy; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,44.9,-66.983333
Lubec, ,United States,Bay of Fundy; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,44.866667,-66.983333
Machiasport, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,44.7,-67.4
Machias, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,44.716667,-67.466667
Winter Harbor, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,44.383333,-68.083333
Southwest Harbor, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,44.283333,-68.316667
Mount Desert,Somesville,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,44.366667,-68.333333
Minturn, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,44.15,-68.45
Brooklin,Center Harbor,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,44.266667,-68.583333
Bucks Harbor,South Brooksville,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,44.333333,-68.733333
Vinalhaven,Carvers Harbor,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,44.05,-68.833333
North Haven, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,44.133333,-68.866667
Castine, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,44.383333,-68.733333
Winterport, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,44.633333,-68.85
Searsport, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Small,44.45,-68.916667
Belfast, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,44.416667,-69
Camden, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,44.216667,-69.066667
Rockport, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,44.183333,-69.066667
Rockland, ,United States,North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Large,44.1,-69.1
Port Clyde, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Large,43.916667,-69.25
Friendship, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,43.966667,-69.333333
New Harbor, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,43.866667,-69.483333
Pemaquid Beach, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,43.866667,-69.533333
South Bristol, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,43.866667,-69.55
Boothbay Harbor, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,43.866667,-69.583333
Robinhood,Riggsville,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,43.85,-69.733333
Bath, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Small,43.916667,-69.816667
Cundy Harbor, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,43.783333,-69.9
South Harpswell, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,43.733333,-70.016667
Portland, ,United States,North Atlantic Ocean,Medium,Coastal (Natural),Unknown,Medium,43.666667,-70.25
Portsmouth, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Small,43.083333,-70.75
Gloucester, ,United States,North Atlantic Ocean,Small,Coastal (Natural),Unknown,Medium,39.9,-75.133333
Beverly, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,42.533333,-70.883333
Salem, ,United States,North Atlantic Ocean,Small,Coastal (Natural),Unknown,Small,42.516667,-70.883333
Marblehead, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,42.5,-70.85
Boston, ,United States,North Atlantic Ocean,Large,Coastal (Natural),Unknown,Large,42.35,-71.05
Quincy, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Medium,42.25,-70.966667
Provincetown, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,42.05,-70.183333
Falmouth, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,41.55,-70.616667
Edgartown, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,41.383333,-70.5
Vineyard Haven, ,United States,North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Small,41.45,-70.6
Woods Hole, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,41.516667,-70.666667
New Bedford, ,United States,North Atlantic Ocean,Small,Coastal (Natural),Unknown,Medium,41.633333,-70.916667
Newport, ,United States,North Atlantic Ocean,Small,Coastal (Natural),Unknown,Medium,41.5,-71.333333
Fall River, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,41.7,-71.166667
Tiverton, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Small,41.633333,-71.216667
Providence, ,United States,North Atlantic Ocean,Medium,River (Natural),Unknown,Small,41.8,-71.4
Quonset Point, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,41.583333,-71.4
Davisville Depot, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,41.616667,-71.4
New London, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Large,41.35,-72.083333
Norwich, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,41.516667,-72.083333
Port Jefferson, ,United States,North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,40.95,-73.083333
Bridgeport, ,United States,North Atlantic Ocean,Medium,Coastal (Breakwater),Unknown,Small,41.166667,-73.183333
City Island, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Medium,40.85,-73.783333
Brooklyn, ,United States,North Atlantic Ocean,Large,River (Natural),Unknown,Large,40.666667,-74.016667
New York City, ,United States,North Atlantic Ocean,Large,River (Natural),Unknown,Large,40.7,-74.016667
Yonkers, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Medium,40.933333,-73.9
Newburgh, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Medium,41.5,-74
Poughkeepsie, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,41.7,-73.95
Kingston, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Medium,41.933333,-73.966667
Catskill, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,42.216667,-73.85
Albany, ,United States,North Atlantic Ocean,Medium,River (Natural),Unknown,Unknown,42.65,-73.75
Rensselaer, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,42.65,-73.75
Edgewater, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,40.816667,-73.983333
Weehawken, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,40.766667,-74.016667
Hoboken, ,United States,North Atlantic Ocean,Medium,River (Natural),Unknown,Unknown,40.75,-74.016667
Jersey City, ,United States,North Atlantic Ocean,Medium,River (Natural),Unknown,Unknown,40.716667,-74.033333
Bayonne, ,United States,North Atlantic Ocean,Medium,River (Natural),Unknown,Medium,40.683333,-74.1
Newark, ,United States,North Atlantic Ocean,Medium,River (Basins),Unknown,Unknown,40.7,-74.15
Elizabethport, ,United States,North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,40.65,-74.183333
Stapleton SI, ,United States,North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,40.633333,-74.066667
Tompkinsville SI, ,United States,North Atlantic Ocean,Medium,Coastal (Natural),Unknown,Unknown,40.633333,-74.066667
Port Richmond SI, ,United States,North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,40.65,-74.133333
Mariners Harbor SI, ,United States,North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,40.633333,-74.166667
Gulfport SI, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,40.633333,-74.2
Port Socony, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,40.55,-74.25
Bayway, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,40.633333,-74.2
Grasselli, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,40.616667,-74.2
Carteret, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,40.583333,-74.216667
Chrome, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,40.566667,-74.216667
Port Reading, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,40.566667,-74.233333
Sewaren, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,40.55,-74.25
Maurer, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,40.533333,-74.25
Perth Amboy, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,40.5,-74.266667
South Amboy, ,United States,North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,40.483333,-74.266667
Leonardo, ,United States,North Atlantic Ocean,Small,Coastal (Natural),Unknown,Small,40.433333,-74.066667
Salem Nj, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,39.666667,-75.483333
Deepwater Point, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,39.7,-75.516667
Wilmington, ,United States,North Atlantic Ocean,Medium,River (Natural),Unknown,Medium,39.733333,-75.55
Marcus Hook, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,39.816667,-75.416667
Chester, ,United States,North Atlantic Ocean,Large,River (Natural),Unknown,Unknown,39.85,-75.35
Philadelphia, ,United States,North Atlantic Ocean,Large,River (Natural),Unknown,Unknown,39.95,-75.133333
Paulsboro, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,39.85,-75.25
Gloucester, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Medium,42.6,-70.666667
Camden, ,United States,North Atlantic Ocean,Medium,River (Natural),Unknown,Large,39.95,-75.133333
Burlington, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,40.083333,-74.866667
Bristol, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,40.1,-74.85
Trenton, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,40.2,-74.766667
Baltimore, ,United States,North Atlantic Ocean,Large,River (Natural),Unknown,Large,39.266667,-76.583333
Annapolis, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,38.983333,-76.483333
Solomons Island, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,38.316667,-76.45
Yorktown, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,37.233333,-76.5
Norfolk, ,United States,North Atlantic Ocean,Large,River (Natural),Unknown,Large,36.85,-76.3
Portsmouth, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Large,36.816667,-76.3
Newport News, ,United States,North Atlantic Ocean,Medium,Coastal (Natural),Unknown,Large,36.966667,-76.433333
Warwick, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,37.45,-77.416667
Morehead City, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Medium,34.716667,-76.7
Wilmington, ,United States,North Atlantic Ocean,Medium,River (Natural),Unknown,Unknown,34.233333,-77.95
Southport, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,33.916667,-78.016667
Georgetown, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Medium,33.366667,-79.283333
Charleston, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,32.783333,-79.916667
Port Royal, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,32.366667,-80.683333
Savannah, ,United States,North Atlantic Ocean,Medium,River (Natural),Unknown,Unknown,32.083333,-81.083333
Brunswick, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Medium,31.15,-81.5
Fernandina Beach, ,United States,North Atlantic Ocean,Small,River (Natural),Unknown,Small,30.683333,-81.466667
Mayport, ,United States,North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,30.4,-81.433333
Jacksonville, ,United States,North Atlantic Ocean,Medium,River (Natural),Unknown,Medium,30.316667,-81.65
St Augustine, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,29.9,-81.316667
Canaveral Harbor,Port Canaveral,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,28.7,-80.616667
Fort Pierce, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,27.466667,-80.316667
Palm Beach, ,United States,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,26.766667,-80.05
Port Everglades, ,United States,North Atlantic Ocean,Medium,Coastal (Natural),Unknown,Small,26.1,-80.116667
Miami, ,United States,North Atlantic Ocean,Small,Coastal (Natural),Unknown,Medium,25.783333,-80.183333
Boca Grande,Charlotte Harbor,United States,Gulf of Mexico; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Medium,26.7,-82.333333
Tampa, ,United States,Gulf of Mexico; North Atlantic Ocean,Medium,Coastal (Natural),Unknown,Unknown,27.916667,-82.45
St Petersburg, ,United States,Gulf of Mexico; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Small,27.766667,-82.616667
Port St Joe, ,United States,Gulf of Mexico; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Small,29.816667,-85.316667
Panama City, ,United States,Gulf of Mexico; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Small,30.133333,-85.65
Mobile, ,United States,Gulf of Mexico; North Atlantic Ocean,Large,River (Natural),Unknown,Unknown,30.683333,-88.116667
Pascagoula, ,United States,Gulf of Mexico; North Atlantic Ocean,Small,River (Natural),Unknown,Large,30.35,-88.566667
Gulfport, ,United States,Gulf of Mexico; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Small,30.35,-89.083333
Port Sulphur, ,United States,Gulf of Mexico; North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,29.483333,-89.683333
Gretna, ,United States,Gulf of Mexico; North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,29.916667,-90.066667
New Orleans, ,United States,Gulf of Mexico; North Atlantic Ocean,Large,River (Natural),Unknown,Medium,29.95,-90.05
St Rose, ,United States,Gulf of Mexico; North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,29.95,-90.316667
Reserve, ,United States,Gulf of Mexico; North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,30.05,-90.55
Destrehan, ,United States,Gulf of Mexico; North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,29.95,-90.366667
Baton Rouge, ,United States,Gulf of Mexico; North Atlantic Ocean,Small,River (Natural),Unknown,Small,30.45,-91.183333
Loop Terminal, ,United States,Gulf of Mexico; North Atlantic Ocean,Large,Open Roadstead,Unknown,Unknown,28.883333,-90.016667
Morgan City, ,United States,Gulf of Mexico; North Atlantic Ocean,Very Small,River (Natural),Unknown,Medium,29.7,-91.216667
Haymark Terminal, ,United States,Gulf of Mexico; North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,30.133333,-93.316667
Lake Charles, ,United States,Gulf of Mexico; North Atlantic Ocean,Small,River (Natural),Unknown,Small,30.216667,-93.25
Sabine, ,United States,Gulf of Mexico; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,29.716667,-93.866667
Sabine Pass, ,United States,Gulf of Mexico; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,29.733333,-93.9
Orange, ,United States,Gulf of Mexico; North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,30.083333,-93.733333
Port Arthur, ,United States,Gulf of Mexico; North Atlantic Ocean,Medium,Canal or Lake,Unknown,Large,29.833333,-93.966667
Port Neches, ,United States,Gulf of Mexico; North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,30,-93.95
Beaumont, ,United States,Gulf of Mexico; North Atlantic Ocean,Medium,River (Natural),Unknown,Small,30.083333,-94.083333
Galveston, ,United States,Gulf of Mexico; North Atlantic Ocean,Large,Coastal (Natural),Unknown,Small,29.316667,-94.783333
Texas City, ,United States,Gulf of Mexico; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Medium,29.383333,-94.916667
Baytown, ,United States,Gulf of Mexico; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,29.733333,-95.016667
Norsworthy, ,United States,Gulf of Mexico; North Atlantic Ocean,Very Small,River (Natural),Unknown,Medium,29.733333,-95.2
Pasadena, ,United States,Gulf of Mexico; North Atlantic Ocean,Very Small,River (Natural),Unknown,Medium,29.716667,-95.216667
Sinco, ,United States,Gulf of Mexico; North Atlantic Ocean,Very Small,River (Natural),Unknown,Medium,29.716667,-95.233333
Deer Park, ,United States,Gulf of Mexico; North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,29.75,-95.333333
Houston, ,United States,Gulf of Mexico; North Atlantic Ocean,Large,River (Tide Gates),Unknown,Medium,29.75,-95.283333
Freeport, ,United States,Gulf of Mexico; North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,28.95,-95.333333
Port Lavaca, ,United States,Gulf of Mexico; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,28.616667,-96.616667
